mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
5	5	9	9	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	45		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	46		
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	47		
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	48		
6	6	10	10	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	49		
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	50		
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	51		
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	52		
6	6	11	11	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	53		
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	54		
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	55		
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	56		
6	6	10	10	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	57		
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	58		
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	59		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	60		
7	7	12	12	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	61		
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	62		
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	63		
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	64		
7	7	13	13	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	65		
7	7	53/4	53/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	66		
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	67		
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	68		
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	69		
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	70		
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	71		
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	72		
8	8	14	14	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	73		
8	8	113/8	113/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	74		
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	75		
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	76		
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	77		
8	8	15	15	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	78		
8	8	61/4	61/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	79		
8	8	31/2	31/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	80		
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	81		
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	82		
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	83		
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	84		
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	85		
9	9	16	16	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	86		
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	87		
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	88		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	89		
9	9	17	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	90		
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	91		
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	92		
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	93		
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	94		
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	95		
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	96		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	97		
10	10	18	18	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	98		
10	10	145/8	145/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	99		
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	100		
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	101		
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	102		
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	103		
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	104		
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	105		
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	106		
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	107		
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	108		
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	109		
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	110		
11	11	20	20	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	111		
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	112		
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	113		
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	114		
11	11	21	21	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	115		
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	116		
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	117		
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	118		
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	119		
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	120		
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	121		
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	122		
12	12	22	22	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	123		
12	12	177/8	177/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	124		
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	125		
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	126		
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	127		
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	128		
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	129		
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	130		
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	131		
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	132		
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	133		
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	134		
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	135		
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	136		
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	137		
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	138		
13	13	24	24	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	139		
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	140		
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	141		
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	142		
13	13	25	25	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	143		
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	144		
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	145		
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	146		
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	147		
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	148		
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	149		
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	150		
14	14	26	26	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	151		
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	152		
14	14	53/2	53/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	153		
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	154		
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	155		
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	156		
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	157		
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	158		
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	159		
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	160		
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	161		
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	162		
15	15	28	28	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	163		
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	164		
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	165		
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	166		
15	15	29	29	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	167		
15	15	117/4	117/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	168		
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	169		
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	170		
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	171		
16	16	30	30	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	172		
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	173		
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	174		
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	175		
16	16	31	31	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	176		
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	177		
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	178		
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	179		
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	180		
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	181		
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	182		
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	183		
17	17	32	32	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	184		
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	185		
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	186		
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	187		
17	17	33	33	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	188		
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	189		
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	190		
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	191		
17	17	32	32	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	192		
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	193		
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	194		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	195		
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	196		
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	197		
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	198		
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	199		
18	18	35	35	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	200		
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	201		
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	202		
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	203		
18	18	34	34	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	204		
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	205		
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	206		
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	207		
19	19	36	36	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	208		
19	19	289/8	289/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	209		
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	210		
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	211		
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	212		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	213		
19	19	36	36	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	214		
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	215		
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	216		
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	217		
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	218		
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	219		
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	220		
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	221		
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	222		
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	223		
20	20	38	38	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	224		
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	225		
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	226		
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	227		
20	20	39	39	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	228		
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	229		
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	230		
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	231		
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	232		
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	233		
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	234		
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	235		
21	21	40	40	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	236		
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	237		
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	238		
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	239		
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	240		
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	241		
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	242		
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	243		
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	244		
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	245		
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	246		
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	247		
22	22	42	42	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	248		
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	249		
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	250		
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	251		
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	252		
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	253		
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	254		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	255		
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	256		
23	23	44	44	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	257		
23	23	353/8	353/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	258		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	259		
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	260		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	261		
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	262		
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	263		
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	264		
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	265		
23	23	44	44	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	266		
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	267		
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	268		
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	269		
24	24	46	46	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	270		
24	24	369/8	369/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	271		
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	272		
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	273		
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	274		
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	275		
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	276		
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	277		
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	278		
24	24	46	46	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	279		
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	280		
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	281		
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	282		
25	25	48	48	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	283		
25	25	385/8	385/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	284		
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	285		
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	286		
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	287		
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	288		
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	289		
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	290		
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	291		
