mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	41		
6	6	15	15	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	42		
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	43		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	44		
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	45		
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	46		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	47		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	48	ornamentTrill	
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	49		
7	7	19	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	50		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	51		
8	8	21	21	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/16	1	52		
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	53		
8	8	21	21	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	54		
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	55		
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	56		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	57		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	58		
9	9	24	24	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	59		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	60		
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	61		
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	62		
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	63		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	64		
10	10	27	27	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	65		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	66		
10	10	27	27	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	67		
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	68		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	69		
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	70		
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	71		
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	72		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	73	ornamentTrill	
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	74		
11	11	31	31	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	75		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	76		
12	12	33	33	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/32	1	77		
12	12	33	33	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	78		
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	79		
12	12	34	34	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	80		
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	81		
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	82		
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	83		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	84		
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	85		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	86		
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	87		
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	88		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	89		
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	90		
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	91		
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	92		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	93		
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	94		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	95		
15	15	43	43	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	96		
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	97	ornamentTrill	
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	98		
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	99		
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	100		
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	101		
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	102		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	103		
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	104		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	105		
16	16	45	45	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	106		
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	107		
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	108		
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	109		
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	110		
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	111		
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	112		
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	113		
17	17	48	48	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	114		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	115		
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	116		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	117		
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	118		
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	119		
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	120		
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	121		
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	122		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	123		
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	124		
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125		
18	18	51	51	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	126		
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	127		
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	128		
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	129		
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	130		
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	131		
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	132		
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	133		
19	19	54	54	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	134		
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	135		
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	136		
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	137		
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	138		
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	139		
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	140		
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	141		
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	142		
20	20	57	57	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	143		
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	144		
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	145		
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	146		
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	147		
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	148		
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	149		
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	150		
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	151		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	152		
21	21	60	60	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	153		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	154		
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	155		
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	156		
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	157		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	158		
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	159		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	160		
22	22	63	63	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	161		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	162		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	163		
22	22	63	63	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	164		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	165		
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	166		
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	167		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	168		
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	169	ornamentTrill	
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	170		
23	23	67	67	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	171		
23	23	66	66	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	172		
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	173		
24	24	69	69	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	174		
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	175		
24	24	69	69	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	176		
