mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur
4	4	11/2	11/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	22			
4	4	23/4	23/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	23			
5	5	6	6	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	24	ornamentTrill		
5	5	13/2	13/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	25			
5	5	27/4	27/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	26			
5	5	7	7	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	27			
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	28			
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	29			
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	30			
6	6	8	8	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/32	1	31			
6	6	8	8	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	32	ornamentTrill		
6	6	15/2	15/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	33			
6	6	8	8	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	34			
7	7	9	9	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	35			
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	36			
7	7	10	10	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	37			
7	7	9	9	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	38			
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	39			
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	40			
8	8	21/2	21/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	41			
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	42			
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	43			
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	44			
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	45			
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	46			
9	9	12	12	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	47	ornamentTrill		
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	48			
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	49			
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	50			
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	51			
10	10	27/2	27/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	52			
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	53			
10	10	14	14	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/32	1	54			
10	10	14	14	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	55	ornamentTrill		
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	56			
10	10	14	14	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	57			
11	11	15	15	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	58			
11	11	15	15	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	59	ornamentTrill		
11	11	15	15	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	60			
12	12	33/2	33/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	61			0
12	12	50/3	50/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	62			0
12	12	101/6	101/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	63			
12	12	17	17	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	64			
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	65			
12	12	33/2	33/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	66			
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	67			
13	13	18	18	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	68			1
13	13	109/6	109/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	69			1
13	13	55/3	55/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	70			
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	71			
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	72			
13	13	18	18	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	73			
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	74			
14	14	39/2	39/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	75			
14	14	59/3	59/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	76			
14	14	119/6	119/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	77			
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	78			
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	79			
14	14	39/2	39/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	80			
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	81			
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	82			
15	15	43/2	43/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	83			
15	15	21	21	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	84			
16	16	45/2	45/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	85			
16	16	68/3	68/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	86			
16	16	137/6	137/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	87			
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	88			
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	89			
16	16	45/2	45/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	90			
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	91			
17	17	24	24	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	92			
17	17	145/6	145/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	93			
17	17	73/3	73/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	94			
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	95			
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	96			
17	17	24	24	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	97			
17	17	25	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	98			
18	18	51/2	51/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	99			
18	18	77/3	77/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	100			
18	18	155/6	155/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	101			
18	18	26	26	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	102			
18	18	51/2	51/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	103			
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	104			
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	105			
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	106			
19	19	55/2	55/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	107			
19	19	27	27	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	108			
20	20	57/2	57/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	109			
20	20	86/3	86/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	110			
20	20	173/6	173/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	111			
20	20	29	29	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	112			
20	20	175/6	175/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	113			
20	20	88/3	88/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	114			
20	20	59/2	59/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	115			
20	20	89/3	89/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	116			
20	20	179/6	179/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	117			
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	118			
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	119			
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	120			
21	21	30	30	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	121			
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	122			
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	123			
21	21	30	30	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	124			
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	125			
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	126			
22	22	63/2	63/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	127			
22	22	127/4	127/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	128			
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	129			
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	130			
22	22	63/2	63/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	131			
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	132			
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	133			
23	23	33	33	0.0	0	0	Chord	3/8	1	1	0	grace16	1/32	1	134			
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	135	ornamentTrill		
23	23	67/2	67/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	136			
23	23	33	33	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	137			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	138			
24	24	69/2	69/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	139			
24	24	104/3	104/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	140			
24	24	209/6	209/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	141			
24	24	35	35	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	142			
24	24	211/6	211/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	143			
24	24	106/3	106/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	144			
24	24	71/2	71/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	145			
24	24	107/3	107/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	146			
24	24	215/6	215/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	147			
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	148			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	149			
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	150			
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	151			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	152			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	153			
25	25	36	36	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	154			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	155			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	156			
26	26	75/2	75/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	157			
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	158			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	159			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	160			
26	26	75/2	75/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	161			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	162			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	163			
27	27	39	39	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	1	164			
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	165	ornamentTrill		
27	27	79/2	79/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	166			
27	27	39	39	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	167			
27	27	40	40	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	168			
28	28	81/2	81/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	2/3	169			
28	28	81/2	81/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	170			
28	28	122/3	122/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	171			
28	28	245/6	245/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	172			
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	173			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	174			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	175			
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	176			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	177			
28	28	81/2	81/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	178			
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	179			
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	180			
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	181			
29	29	42	42	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	182			
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	183			
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	184			
29	29	42	42	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	185			
30	30	87/2	87/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	2/3	186			
30	30	87/2	87/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	187			
30	30	131/3	131/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	188			
30	30	263/6	263/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	189			
30	30	44	44	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	190			
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	191			
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	192			
30	30	44	44	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	193			
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	194			
30	30	87/2	87/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	195			
31	31	45	45	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	1	196			
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	197	ornamentTrill		
31	31	91/2	91/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	198			
31	31	45	45	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	199			
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	200			
31	31	45	45	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	201			
32	32	93/2	93/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	2/3	202			
32	32	93/2	93/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	203			
32	32	140/3	140/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	204			
32	32	281/6	281/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	205			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	206			
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	207			
32	32	93/2	93/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	208			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	209			
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	210			
32	32	93/2	93/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	211			
33	33	48	48	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	212			
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	213			
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	214			
33	33	48	48	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	215			
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	216			
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	217			
33	33	48	48	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	218			
34	34	99/2	99/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	2/3	219			
34	34	99/2	99/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	220			
34	34	149/3	149/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	221			
34	34	299/6	299/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	222			
34	34	50	50	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	223			
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	224			
34	34	99/2	99/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	225			
34	34	50	50	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	226			
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	227			
34	34	99/2	99/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	228			
35	35	51	51	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	1	229			
35	35	51	51	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	230	ornamentTrill		
35	35	103/2	103/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	231			
35	35	51	51	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	232			
35	35	51	51	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	233			
36	36	105/2	105/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	234			
36	36	158/3	158/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	235			
36	36	317/6	317/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	236			
36	36	53	53	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	237			
36	36	319/6	319/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	238			
36	36	160/3	160/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	239			
36	36	107/2	107/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	240			
36	36	161/3	161/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	241			
36	36	323/6	323/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	242			
36	36	105/2	105/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	243			
36	36	53	53	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	244			
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	245			
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	246			
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	247			
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	248			
37	37	54	54	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	249			
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	250			
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	251			
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	252			
38	38	56	56	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	253			
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	254			
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	255			
38	38	56	56	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	256			
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	257			
39	39	57	57	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	258			
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	259			
39	39	58	58	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	260			
39	39	57	57	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	261			
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	262			
39	39	58	58	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	263			
40	40	117/2	117/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	264			
40	40	176/3	176/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	265			
40	40	353/6	353/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	266			
40	40	59	59	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	267			
40	40	355/6	355/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	268			
40	40	178/3	178/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	269			
40	40	119/2	119/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	270			
40	40	179/3	179/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	271			
40	40	359/6	359/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	272			
40	40	117/2	117/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	273			
40	40	59	59	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	274			
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	275			
41	41	60	60	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	276			
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	277			
41	41	61	61	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	278			
41	41	60	60	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	279			
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	280			
41	41	61	61	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	281			
42	42	123/2	123/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	282			
42	42	62	62	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	283			
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	284			
