mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
4	4	25/2	25/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	85		
4	4	13	13	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	86		
4	4	53/4	53/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	87		
4	4	27/2	27/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	88		
4	4	14	14	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	89		
4	4	57/4	57/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	90		
4	4	29/2	29/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	91		
4	4	63/4	63/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	92		
4	4	12	12	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	93		
4	4	25/2	25/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	94		
4	4	13	13	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	95		
4	4	27/2	27/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	96		
4	4	14	14	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	97		
4	4	29/2	29/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	98		
4	4	15	15	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	99		
4	4	31/2	31/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	100		
5	5	16	16	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	101		
5	5	65/4	65/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	102		
5	5	33/2	33/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	103		
5	5	67/4	67/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	104		
5	5	17	17	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	105		
5	5	69/4	69/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	106		
5	5	35/2	35/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	107		
5	5	71/4	71/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	108		
5	5	18	18	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	109		
5	5	73/4	73/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	110		
5	5	37/2	37/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	111		
5	5	75/4	75/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	112		
5	5	19	19	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	113		
5	5	77/4	77/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	114		
5	5	39/2	39/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	115		
5	5	79/4	79/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	116		
5	5	16	16	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	117		
5	5	16	16	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	118		
5	5	33/2	33/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	119		
5	5	17	17	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	120		
5	5	35/2	35/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	121		
5	5	18	18	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	122		
5	5	37/2	37/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	123		
5	5	19	19	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	124		
5	5	39/2	39/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	125		
6	6	20	20	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	126		
6	6	81/4	81/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	127		
6	6	41/2	41/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	128		
6	6	83/4	83/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	129		
6	6	21	21	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	130		
6	6	85/4	85/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	131		
6	6	43/2	43/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	132		
6	6	87/4	87/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	133		
6	6	22	22	0.75		1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	134		
6	6	91/4	91/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	135		
6	6	23	23	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	136		
6	6	95/4	95/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	137		
6	6	22	22	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	138		
6	6	89/4	89/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	139		
6	6	45/2	45/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	140		
6	6	23	23	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	141		
6	6	93/4	93/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	142		
6	6	47/2	47/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	143		
6	6	20	20	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	144		
6	6	41/2	41/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	145		
6	6	21	21	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	146		
6	6	43/2	43/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	147		
6	6	22	22	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	148		
6	6	45/2	45/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	149		
6	6	23	23	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	150		
6	6	47/2	47/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	151		
7	7	24	24	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	152		
7	7	99/4	99/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	153		
7	7	25	25	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	154		
7	7	103/4	103/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	155		
7	7	26	26	0.75		1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	156		
7	7	107/4	107/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	157		
7	7	27	27	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	158		
7	7	111/4	111/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	159		
7	7	24	24	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	160		
7	7	97/4	97/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	161		
7	7	49/2	49/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	162		
7	7	25	25	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	163		
7	7	101/4	101/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	164		
7	7	51/2	51/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	165		
7	7	26	26	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	166		
7	7	105/4	105/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	167		
7	7	53/2	53/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	168		
7	7	27	27	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	169		
7	7	109/4	109/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	170		
7	7	55/2	55/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	171		
7	7	24	24	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	172		
7	7	49/2	49/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	173		
7	7	25	25	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	174		
7	7	51/2	51/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	175		
7	7	26	26	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	176		
7	7	53/2	53/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	177		
7	7	27	27	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	178		
7	7	55/2	55/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	179		
8	8	28	28	0.75		0	0	Chord	4/4	1	1	3/16		1/8	3/2	180		
8	8	115/4	115/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	181		
8	8	29	29	0.75		1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	182		
8	8	119/4	119/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	183		
8	8	30	30	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	184		
8	8	121/4	121/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	185		
8	8	61/2	61/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	186		
8	8	123/4	123/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	187		
8	8	31	31	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	188		
8	8	125/4	125/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	189		
8	8	63/2	63/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	190		
8	8	127/4	127/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	191		
8	8	28	28	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	192		
8	8	113/4	113/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	193		
8	8	57/2	57/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	194		
8	8	29	29	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	195		
8	8	117/4	117/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	196		
8	8	59/2	59/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	197		
8	8	28	28	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	198		
8	8	57/2	57/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	199		
8	8	29	29	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	200		
8	8	59/2	59/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	201		
8	8	30	30	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	202		
8	8	61/2	61/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	203		
8	8	31	31	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	204		
8	8	63/2	63/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	205		
9	9	32	32	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	206		
9	9	129/4	129/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	207		
9	9	65/2	65/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	208		
9	9	131/4	131/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	209		
9	9	33	33	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	210		
9	9	133/4	133/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	211		
9	9	67/2	67/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	212		
9	9	135/4	135/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	213		
9	9	34	34	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	214		
9	9	137/4	137/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	215		
9	9	69/2	69/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	216		
9	9	139/4	139/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	217		
9	9	35	35	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	218		
9	9	71/2	71/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	219		
9	9	143/4	143/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	220		
9	9	35	35	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	221		
9	9	141/4	141/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	222		
9	9	71/2	71/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	223		
9	9	32	32	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	224		
9	9	65/2	65/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	225		
9	9	33	33	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	226		
9	9	67/2	67/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	227		
9	9	34	34	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	228		
9	9	69/2	69/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	229		
9	9	35	35	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	230		
9	9	71/2	71/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	231		
10	10	36	36	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	232		
10	10	145/4	145/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	233		
10	10	73/2	73/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	234		
10	10	147/4	147/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	235		
10	10	37	37	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	236		
10	10	149/4	149/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	237		
10	10	75/2	75/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	238		
10	10	151/4	151/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	239		
10	10	38	38	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	240		
10	10	153/4	153/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	241		
10	10	77/2	77/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	242		
10	10	155/4	155/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	243		
10	10	39	39	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	244		
10	10	157/4	157/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	245		
10	10	79/2	79/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	246		
10	10	159/4	159/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	247		
10	10	36	36	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	248		
10	10	37	37	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	249		
10	10	75/2	75/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	250		
10	10	38	38	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	251		
10	10	77/2	77/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	252		
10	10	39	39	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	253		
10	10	79/2	79/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	254		
11	11	40	40	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	255		
11	11	161/4	161/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	256		
11	11	81/2	81/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	257		
11	11	163/4	163/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	258		
11	11	41	41	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	259		
11	11	165/4	165/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	260		
11	11	83/2	83/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	261		
11	11	167/4	167/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	262		
11	11	42	42	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	263		
11	11	169/4	169/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	264		
11	11	85/2	85/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	265		
11	11	171/4	171/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	266		
11	11	43	43	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	267		
11	11	87/2	87/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	268		
11	11	175/4	175/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	269		
11	11	43	43	0.25		3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	270		
11	11	173/4	173/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	271		
11	11	87/2	87/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	272		
11	11	40	40	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	273		
11	11	81/2	81/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	274		
11	11	41	41	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	275		
11	11	83/2	83/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	276		
11	11	42	42	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	277		
11	11	85/2	85/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	278		
11	11	43	43	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	279		
11	11	87/2	87/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	280		
12	12	44	44	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	281		
12	12	177/4	177/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	282		
12	12	89/2	89/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	283		
12	12	179/4	179/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	284		
12	12	45	45	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	285		
12	12	181/4	181/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	286		
12	12	91/2	91/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	287		
12	12	183/4	183/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	288		
12	12	46	46	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	289		
12	12	185/4	185/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	290		
