mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
5	5	7	7	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	38						
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	39						
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	40						
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	41						
6	6	8	8	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	42						
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	43						
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	44						
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	45						
6	6	15/2	15/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	46						
6	6	8	8	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	47						
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	48						
7	7	9	9	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	49						
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	50						
7	7	19/2	19/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	51						
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	52						
7	7	10	10	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	53						
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	54						
7	7	9	9	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	55						
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	56						
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	57						
8	8	21/2	21/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	58						
8	8	21/2	21/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	59						
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	60						
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	61						
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	62						
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	63						
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	64						
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	65						
8	8	11	11	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	66						
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	67						
9	9	12	12	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	68						
9	9	12	12	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	69						
9	9	49/4	49/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	70						
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	71						
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	72						
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	73						
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	74						
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	75						
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	76						
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	77						
10	10	27/2	27/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	78						
10	10	27/2	27/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	79						
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	80						
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	81						
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	82						
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	83						
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	84						
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	85						
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	86						
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	87						
11	11	15	15	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	88						
11	11	61/4	61/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	89						
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	90						
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	91						
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	92						
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	93						
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	94						
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	95						
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	96						
12	12	33/2	33/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	97						
12	12	67/4	67/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	98						
12	12	17	17	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	99						
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	100						
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	101						
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	102						
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	103						
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	104						
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	105						
13	13	18	18	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	106						
13	13	73/4	73/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	107						
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	108						
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	109						
13	13	19	19	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	110						
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	111						
13	13	18	18	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	112						
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	113						
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	114						
14	14	39/2	39/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	115						
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	116						
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	117						
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	118						
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	119						
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	120						
14	14	39/2	39/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	121						
14	14	20	20	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	122						
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	123						
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	124						
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	125						
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	126						
15	15	21	21	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	127						
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	128						
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	129						
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	130						
15	15	22	22	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	131						
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	132						
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	133						
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	134						
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	135						
16	16	45/2	45/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	136						
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	137						
16	16	23	23	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	138						
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	139						
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	140						
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	141						
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	142						
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	143						
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	144						
17	17	24	24	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	145						
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	146						
17	17	49/2	49/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	147						
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	148						
17	17	25	25	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	149						
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	150						
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	151						
18	18	26	26	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	152						
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	153						
18	18	51/2	51/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	154						
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	155						
18	18	26	26	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	156						
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	157						
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	158						
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	159						
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	160						
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	161						
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	162						
19	19	27	27	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	163						
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	164						
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	165						
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	166						
19	19	28	28	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	167						
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	168						
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	169						
20	20	29	29	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	170						
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	171						
20	20	57/2	57/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	172						
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	173						
20	20	29	29	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	174						
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	175						
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	176						
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	177						
21	21	30	30	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	178						
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	179						
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	180						
21	21	30	30	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	181						
21	21	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	182						
21	21	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	183						
21	21	61/2	61/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	184						
21	21	92/3	92/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	185						
21	21	185/6	185/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	186						
21	21	31	31	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	187						
21	21	187/6	187/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	188						
21	21	94/3	94/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	189						
22	22	63/2	63/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	190						
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	191						
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	192						
22	22	63/2	63/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	193						
22	22	95/3	95/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	194						
22	22	191/6	191/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	195						
22	22	32	32	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	196						
22	22	193/6	193/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	197						
22	22	97/3	97/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	198						
22	22	65/2	65/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	199						
22	22	98/3	98/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	200						
22	22	197/6	197/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	201						
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	202						
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	203						
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	204						
23	23	33	33	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	205						
23	23	199/6	199/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	206						
23	23	100/3	100/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	207						
23	23	67/2	67/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	208						
23	23	101/3	101/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	209						
23	23	203/6	203/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	210						
23	23	34	34	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	211						
23	23	205/6	205/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	212						
23	23	103/3	103/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	213						
24	24	69/2	69/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	214						
24	24	35	35	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	215						
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	216						
24	24	69/2	69/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	217						
24	24	104/3	104/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	218						
24	24	209/6	209/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	219						
24	24	35	35	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	220						
24	24	211/6	211/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	221						
24	24	106/3	106/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	222						
24	24	71/2	71/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	223						
24	24	107/3	107/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	224						
24	24	215/6	215/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	225						
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	226						
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	227						
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	228						
25	25	36	36	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	229						
25	25	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	230						
25	25	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	231						
25	25	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	232						
25	25	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	233						
25	25	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	234						
25	25	37	37	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	235						
25	25	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	236						
25	25	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	237						
26	26	75/2	75/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	238						
26	26	38	38	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	239						
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	240						
26	26	75/2	75/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	241						
26	26	113/3	113/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	242						
26	26	227/6	227/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	243						
26	26	38	38	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	244						
26	26	229/6	229/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	245						
26	26	115/3	115/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	246						
26	26	77/2	77/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	247						
26	26	116/3	116/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	248						
26	26	233/6	233/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	249						
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	250						
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	251						
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	252						
27	27	39	39	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	253						
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	254						
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	255						
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	256						
27	27	40	40	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	257						
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	258						
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	259						
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	260						
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	261						
28	28	81/2	81/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	262						
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	263						
28	28	41	41	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	264						
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	265						
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	266						
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	267						
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	268						
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	269						
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	270						
29	29	42	42	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	271						
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	272						
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	273						
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	274						
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	275						
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	276						
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	277						
30	30	44	44	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	278						
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	279						
30	30	87/2	87/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	280						
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	281						
30	30	44	44	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	282						
