mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	83				
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	84				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	85				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	86				
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	87				
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	88				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	89	ornamentTrill			
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	90				
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	91				
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	92	ornamentTrill			
6	6	20	20	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	93				
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	94				
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	95				
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	96				
6	6	21	21	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	97				
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	98				
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	99				
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	100				
6	6	22	22	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	101				
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	102				
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	103				
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	104				
6	6	23	23	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	105				
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	106				
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	107				
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	108				
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	109				
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	110				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	111	ornamentTrill			
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	112				
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	113				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	114	ornamentTrill			
7	7	24	24	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	115				
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	116				
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	117				
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	118				
7	7	25	25	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	119				
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	120				
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	121				
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	122				
7	7	26	26	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	123				
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	124				
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	125				
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	126				
7	7	27	27	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	127				
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	128				
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	129				
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	130				
8	8	28	28	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	131				
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	132				
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	133				
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	134				
8	8	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	135				
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	136				
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	137				
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	138				
8	8	30	30	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	139				
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	140				
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	141				
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	142				
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	143				
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	144				
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	145				
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	146				
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	147				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	148				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	149				
9	9	32	32	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	150				
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	151				
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	152				
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	153				
9	9	33	33	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	154				
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	155				
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	156				
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	157				
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	158				
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	159				
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	160				
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	161				
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	162				
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	163				
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	164				
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	165				
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	166				
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	167				
10	10	36	36	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	168				
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	169				
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	170				
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	171				
10	10	37	37	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	172				
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	173				
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	174				
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	175				
10	10	38	38	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	176				
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	177				
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	178				
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	179				
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	180				
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	181				
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	182				
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	183				
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	184				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	185				
11	11	40	40	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	186				
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	187				
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	188				
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	189				
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	190				
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	191				
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	192				
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	193				
11	11	42	42	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	194				
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	195				
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	196				
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	197				
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	198				
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	199				
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	200				
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	201				
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	202				
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	203				
12	12	44	44	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	204				
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	205				
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	206				
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	207				
12	12	45	45	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	208				
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	209				
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	210				
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	211				
12	12	46	46	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	212				
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	213				
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	214				
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	215				
12	12	47	47	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	216				
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	217				
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	218				
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	219				
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	220				
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	221				
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	222				
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	223				
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	224				
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	225				
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	226				
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	227				
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	228				
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	229				
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	230				
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	231				
13	13	50	50	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	232				
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	233				
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	234				
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	235				
13	13	51	51	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	236				
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	237				
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	238				
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	239				
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	240				
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	241				
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	242				
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	243				
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	244				
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	245	ornamentTrill			
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	246				
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	247	ornamentTrill			
14	14	52	52	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	248				
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	249				
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	250				
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	251				
14	14	53	53	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	252				
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	253				
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	254				
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	255				
14	14	54	54	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	256				
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	257				
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	258				
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	259				
14	14	55	55	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	260				
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	261				
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	262				
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	263				
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	264				
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	265				
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	266	ornamentTrill			
15	15	58	58	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	267				
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	268				
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	269	ornamentTrill			
15	15	56	56	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	270				
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	271				
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	272				
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	273				
15	15	57	57	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	274				
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	275				
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	276				
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	277				
15	15	58	58	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	278				
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	279				
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	280				
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	281				
15	15	59	59	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	282				
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	283				
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	284				
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	285				
16	16	60	60	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	286				
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	287				
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	288				
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	289				
