mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
40	40	1/8	1/8	3/8	2	1		ii7		A	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
40	40	1/4	1/4	3/8	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0	3/8	2	1		I|IAC}{		A	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
42	42	0	0	3/8	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
43	43	0	0	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
44	44	0	0	3/8	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	45	0	0	3/8	2	1		I}		A	I		I		I						}	M	0	0	0, 4, 1		0	0
46	46	0	0	3/8	2	1		{		A	I										{		0	0				
46	46	1/8	1/8	3/8	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
46	46	1/4	1/4	3/8	2	1		#viio6/v		A	I		#viio6/v		#vii	o	6		v			o	0	0	3, 0, 6		6	3
47	47	0	0	3/8	2	1		i/v		A	I		i/v		i				v			m	0	0	1, -2, 2		1	1
47	47	1/8	1/8	3/8	2	1		i6/ii		A	I		i6/ii		i		6		ii			m	0	0	-1, 3, 2		2	-1
47	47	1/4	1/4	3/8	2	1		#viio6/ii		A	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
48	48	0	0	3/8	2	1		i/ii		A	I		i/ii		i				ii			m	0	0	2, -1, 3		2	2
48	48	1/8	1/8	3/8	2	1		i6/vi		A	I		i6/vi		i		6		vi			m	0	0	0, 4, 3		3	0
48	48	1/4	1/4	3/8	2	1		#viio6/vi		A	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
49	49	0	0	3/8	2	1		V/ii		A	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
49	49	1/4	1/4	3/8	2	1		i6/ii		A	I		i6/ii		i		6		ii			m	0	0	-1, 3, 2		2	-1
50	50	0	0	3/8	2	1		iio6/ii		A	I		iio6/ii		ii	o	6		ii			o	0	0	1, -2, 4		4	1
50	50	1/8	1/8	3/8	2	1		V(64)/ii		A	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
50	50	1/4	1/4	3/8	2	1		V7/ii		A	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
51	51	0	0	3/8	2	1		V/V		A	I		V/V		V				V			M	0	0	2, 6, 3		2	2
51	51	1/4	1/4	3/8	2	1		I6/V		A	I		I6/V		I		6		V			M	0	0	5, 2, 1		1	5
52	52	0	0	3/8	2	1		ii6/V		A	I		ii6/V		ii		6		V			m	0	0	0, 4, 3		3	0
52	52	1/8	1/8	3/8	2	1		V(4)/V		A	I		V(4)/V		V			4	V			M	0	0	2, 1, 3		2	2
52	52	1/4	1/4	3/8	2	1		V7/V		A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
53	53	0	0	3/8	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	1/4	1/4	3/8	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
54	54	0	0	3/8	2	1		ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	54	1/8	1/8	3/8	2	1		V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
54	54	1/4	1/4	3/8	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	0	3/8	2	1		I|PAC}{		A	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
56	56	0	0	3/8	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	57	0	0	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
58	58	0	0	3/8	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
59	59	0	0	3/8	2	1		I}		A	I		I		I						}	M	0	0	0, 4, 1		0	0
60	60	0	0	3/8	2	1		{		A	I										{		0	0				
60	60	1/8	1/8	3/8	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
60	60	1/4	1/4	3/8	2	1		viio6/V		A	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
61	61	0	0	3/8	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
62	62	0	0	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
63	63	0	0	3/8	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
64	64	0	0	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
65	65	0	0	3/8	2	1		V|HC}{		A	I		V		V					HC	}{	M	0	0	1, 5, 2		1	1
65	65	1/4	1/4	3/8	2	1		V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
66	66	0	0	3/8	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
66	66	1/4	1/4	3/8	2	1		V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
67	67	0	0	3/8	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
67	67	1/4	1/4	3/8	2	1		V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
68	68	0	0	3/8	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
68	68	1/4	1/4	3/8	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
69	69	0	0	3/8	2	1		ii6		A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
69	69	1/8	1/8	3/8	2	1		V(64)		A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
69	69	1/4	1/4	3/8	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	70	0	0	3/8	2	1		I|PAC}{		A	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
70	70	1/8	1/8	3/8	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	70	1/4	1/4	3/8	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
71	71	0	0	3/8	2	1		ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
71	71	1/8	1/8	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
71	71	1/4	1/4	3/8	2	1		viio		A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
72	72	0	0	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
72	72	1/8	1/8	3/8	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
72	72	1/4	1/4	3/8	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	73	0	0	3/8	2	1		ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
73	73	1/8	1/8	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
73	73	1/4	1/4	3/8	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
74	74	0	0	3/8	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
